70.4319619136,240.0
55.5719100243,2340.0
55.1254848994,2520.0
56.5406144892,2280.0
57.5932146224,2400.0
54.4437684138,2100.0
52.3817220788,2520.0
60.3760075422,2040.0
56.9483241082,2520.0
57.6927077325,2280.0
58.6237765475,2040.0
54.0719904969,2160.0
53.7871641378,2580.0
54.2240485094,2340.0
57.3094274958,2400.0
56.8667928945,2340.0
60.1179388953,1800.0
56.7822118964,2580.0
54.8070044428,2220.0
54.885416002,2160.0
54.474931356,2580.0
54.4866331641,2580.0
53.8705773087,2460.0
52.5337974394,2520.0
52.4575833668,2580.0
51.6731809572,2520.0
59.1856217284,2040.0
55.6738578873,2520.0
55.8826811024,2580.0
56.7708333784,2280.0
58.7012466568,2520.0
56.6679288263,2160.0
56.4089123527,2040.0
57.7958746739,2400.0
55.519773198,2520.0
55.4334979379,2160.0
51.0370968587,2520.0
51.0464533908,2520.0
51.0403184665,2520.0
52.164001503,1920.0
51.5147537143,2340.0
52.6343043836,2520.0
57.0115207703,1800.0
58.796410426,2100.0
58.0484633032,2100.0
57.3766977156,2040.0
56.1842837579,2580.0
54.152042876,2160.0
52.7278079794,2520.0
54.0816790695,2220.0
49.862601568,2400.0
49.8666844405,2520.0
49.8670877298,2520.0
49.4681303896,2520.0
48.2551493655,2520.0
45.9914631831,2460.0
44.8019452724,2460.0
43.2191546627,2460.0
43.3690827724,2460.0
54.3226361632,2100.0
55.9641634392,2580.0
54.9766246238,2220.0
55.8849117382,2100.0
53.8173644975,2460.0
55.1945890395,2340.0
55.0651127539,2520.0
50.7367865471,2280.0
49.2516841028,2520.0
46.6754317425,2460.0
58.3489982254,2040.0
59.5078365701,2100.0
55.2784701949,2220.0
55.7782456747,2280.0
56.083308801,2040.0
53.6933717806,2580.0
53.7023802443,2520.0
52.7542553413,2520.0
49.6801127645,2520.0
47.1618995451,2520.0
45.8813582584,2460.0
44.5458236031,2460.0
42.8477453857,2460.0
41.3230995207,2460.0
39.9559301111,2400.0
39.1439913153,2460.0
41.4624532315,2280.0
53.6954290642,2220.0
51.2889819486,2520.0
47.2818592349,2460.0
49.5939387964,2160.0
56.1371581296,2340.0
60.202371958,1140.0
56.5707611011,1800.0
55.905389951,2580.0
55.0413875984,2460.0
54.1482397347,2520.0
52.6925390918,2580.0
48.1059992261,2460.0
43.6364995801,2460.0
40.8443541135,2400.0
39.0687844945,2460.0
38.4248080577,2400.0
38.1287294111,2400.0
36.8756589362,2460.0
36.976752241,2340.0
36.0071159063,2400.0
34.7823916379,2400.0
33.676394201,2340.0
32.3774603171,2280.0
32.0589934306,2340.0
30.8875566947,2340.0
30.0829154409,2280.0
30.1443273639,2340.0
29.3688810782,2280.0
29.6935060817,2340.0
30.8756288561,2280.0
32.8668335583,2400.0
32.5428817613,2340.0
32.6824057469,2340.0
32.5031425289,2400.0
33.1763924164,2340.0
33.5285778947,2340.0
34.6624493702,2400.0
33.4955132099,2400.0
32.7111759603,2340.0
30.2807661816,2280.0
28.4179436921,2220.0
