-0.62137,0.0
73.4557973408,60.0
68.2486998513,60.0
69.7140074288,60.0
63.6374302414,180.0
-0.62137,0.0
71.4210916644,60.0
55.3319896405,120.0
70.5689852931,120.0
71.8505303993,240.0
-0.62137,0.0
-0.62137,0.0
64.8997705748,180.0
68.2223836491,180.0
66.8044075361,180.0
70.9565508693,240.0
-0.62137,0.0
-0.62137,0.0
61.1854037722,60.0
62.4066029487,120.0
66.320271808,60.0
63.5094469092,60.0
63.0962324523,180.0
65.9758235925,180.0
67.733776971,120.0
68.2022819769,180.0
56.9316531781,60.0
67.8978780687,240.0
66.1169252547,120.0
65.1737334202,180.0
58.128047213,120.0
67.1247913371,180.0
67.4079370805,540.0
67.7240354584,180.0
69.8400309739,360.0
-0.62137,0.0
56.8420756937,60.0
65.1599835005,180.0
63.8976529119,240.0
67.3728495883,240.0
-0.62137,0.0
55.1363475542,120.0
68.2452917536,60.0
72.5102311051,240.0
63.3049604289,240.0
62.3251369267,360.0
68.9860217306,360.0
66.2777733719,180.0
72.0546280034,120.0
65.0119560313,120.0
77.2207280698,60.0
67.7188118745,60.0
63.3155855098,180.0
67.1920902942,360.0
61.9042926195,120.0
69.3243196434,300.0
74.3700107949,120.0
61.3636287025,120.0
60.4039765402,300.0
69.4265731451,120.0
69.8717019134,300.0
69.0775402795,180.0
66.7927944896,180.0
68.5464864898,420.0
62.6527822987,360.0
64.5400023118,420.0
66.508032139,240.0
65.391446878,540.0
63.2615110453,480.0
63.0973672336,300.0
63.0779804058,360.0
66.0076014744,180.0
67.3217229081,240.0
56.0089623497,240.0
67.0063044476,180.0
67.2282267233,420.0
65.0943578097,420.0
63.5743606708,240.0
72.042591193,240.0
73.0388277842,180.0
68.79339041,300.0
62.1427131595,120.0
65.2157291099,240.0
68.7118682467,300.0
70.724672125,360.0
67.8853921209,480.0
67.6567495239,300.0
59.9176227012,360.0
67.3685726774,360.0
71.0240257755,360.0
65.3327551473,360.0
60.5360412663,840.0
66.3510553918,540.0
68.951876865,300.0
67.1902292174,660.0
69.5071476343,300.0
70.9511421068,240.0
80.0066314491,120.0
69.929052424,180.0
59.811080564,480.0
67.2092166977,180.0
68.388976033,120.0
67.3624197059,420.0
69.5776527221,420.0
58.3947920374,540.0
64.7964810488,600.0
61.3189819854,300.0
67.9339508791,600.0
69.4307268676,300.0
65.6023236765,600.0
66.5280850824,300.0
68.1030075299,480.0
60.5507405184,240.0
68.2813951067,600.0
68.5025664457,300.0
66.4479045983,240.0
61.6019130101,360.0
66.1820987372,480.0
64.52768992,360.0
70.2848551375,120.0
67.1053366816,360.0
63.1417665496,540.0
70.5521739422,420.0
66.8510222722,420.0
61.7327961934,660.0
72.3501252835,240.0
68.4971813164,720.0
67.8673911928,420.0
65.7535698475,840.0
63.4630408801,420.0
65.3760020826,240.0
61.6080230062,420.0
